#Master Train File - reduced_image_size
#Biplane, Eagle, Hang glider,

## Biplane - Virtual World
#windows platform, SL02310 Platform, SLO2319 Platform
C:/Users/daleas/Documents/AI_Learning_Images/, /mnt/data/AI_Learning_Images/, /mnt/data/Ashley_ML/AI_Learning_Images/

#image,image,top, right, bottom, left,label
glider/gliderBeauty_320/HangGliderCamera09_beauty.007.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.007.png,214,38,57,26,glider
glider/gliderBeauty_320/HangGliderCamera09_beauty.008.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.008.png,238,41,56,23,glider
glider/gliderBeauty_320/HangGliderCamera09_beauty.009.png,glider/gliderDepth_320/HangGliderCamera09_zDepth.009.png,252,44,51,20,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.001.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.001.png,131,26,71,27,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.002.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.002.png,128,30,75,30,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.003.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.003.png,126,39,77,27,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.004.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.004.png,122,47,85,33,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.006.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.006.png,107,92,108,40,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.007.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.007.png,95,121,131,54,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.008.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.008.png,77,157,165,74,glider
glider/gliderBeauty_320/HangGliderCamera10_beauty.009.png,glider/gliderDepth_320/HangGliderCamera10_zDepth.009.png,58,197,195,85,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.001.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.001.png,11,110,138,65,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.002.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.002.png,16,117,134,63,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.003.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.003.png,33,118,139,62,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.004.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.004.png,72,126,128,56,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.006.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.006.png,144,135,104,59,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.007.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.007.png,170,137,110,62,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.008.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.008.png,188,136,118,66,glider
glider/gliderBeauty_320/hangGliderCamera11_beauty.009.png,glider/gliderDepth_320/hangGliderCamera11_zDepth.009.png,208,144,107,64,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.001.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.001.png,264,38,33,27,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.002.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.002.png,247,38,47,31,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.003.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.003.png,225,44,39,27,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.004.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.004.png,191,50,36,30,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.006.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.006.png,110,68,33,28,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.007.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.007.png,72,77,34,26,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.008.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.008.png,40,83,36,27,glider
glider/gliderBeauty_320/hangGliderCamera12_beauty.009.png,glider/gliderDepth_320/hangGliderCamera12_zDepth.009.png,15,89,38,25,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.001.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.001.png,1,137,32,28,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.002.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.002.png,8,139,29,27,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.003.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.003.png,28,144,26,27,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.004.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.004.png,52,153,27,25,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.006.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.006.png,105,171,32,23,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.007.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.007.png,131,179,27,22,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.008.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.008.png,150,184,26,23,glider
glider/gliderBeauty_320/hangGliderCamera13_beauty.009.png,glider/gliderDepth_320/hangGliderCamera13_zDepth.009.png,161,188,30,20,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.001.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.001.png,139,55,23,18,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.002.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.002.png,144,56,23,18,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.003.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.003.png,154,55,22,21,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.004.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.004.png,172,55,22,21,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.006.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.006.png,215,61,22,21,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.007.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.007.png,240,61,19,22,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.008.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.008.png,260,64,20,18,glider
glider/gliderBeauty_320/hangGliderCamera14_beauty.009.png,glider/gliderDepth_320/hangGliderCamera14_zDepth.009.png,271,64,24,22,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.001.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.001.png,224,99,97,47,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.002.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.002.png,221,99,95,41,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.003.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.003.png,200,101,105,44,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.004.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.004.png,184,102,102,47,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.006.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.006.png,116,109,99,48,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.007.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.007.png,82,117,95,47,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.008.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.008.png,42,123,93,52,glider
glider/gliderBeauty_320/hangGliderCamera15_beauty.009.png,glider/gliderDepth_320/hangGliderCamera15_zDepth.009.png,12,123,101,55,glider
